;artists;Title;popularity;Title language FULL;rank;Language Specific Popularity
36001;City Boy;5-7-0-5;36;chinese (simplified);37.0;44.0
45788;E-Jun Lee;雨蝶;36;chinese (simplified);37.0;44.0
53395;Stanton Moore,Charlie Hunter,Skerik;Blues for Ben;37;chinese (simplified);38.0;45.0
36375;APO Hiking Society;Ewan;37;chinese (simplified);38.0;45.0
68559;OutKast;?;37;chinese (simplified);38.0;45.0
53285;Mustard Plug;You;37;chinese (simplified);38.0;45.0
53946;The Radio Dept.;1995;37;chinese (simplified);38.0;45.0
158471;Danzig;777;37;chinese (simplified);38.0;45.0
166422;P.E.P.E.;Shadilay (Italian Version);37;chinese (simplified);38.0;45.0
75348;Jacky Cheung;祇想一生跟你走;37;chinese (simplified);38.0;45.0
37926;Catch 22;1234 1234;37;chinese (simplified);38.0;45.0
141103;Jane Sherberg;La La Lu;37;chinese (simplified);38.0;45.0
167338;E-40;Da Bumble;37;chinese (simplified);38.0;45.0
52444;Vivian Chow,林隆璇;流言;37;chinese (simplified);38.0;45.0
67192;李壽全;張三的歌;37;chinese (simplified);38.0;45.0
165599;Paula Tsui;風雨同路;37;chinese (simplified);38.0;45.0
4541;Alan Tam;愛在深秋;37;chinese (simplified);38.0;45.0
5345;Green Day;80;37;chinese (simplified);38.0;45.0
52705;David Lui,Unknown;朋友別哭;37;chinese (simplified);38.0;45.0
45980;Blur;Song 2;37;chinese (simplified);38.0;45.0
165595;Paula Tsui;風的季節;37;chinese (simplified);38.0;45.0
52400;Vivian Chow;孤單的心痛;37;chinese (simplified);38.0;45.0
21007;Priscilla Chan;人生何處不相逢;37;chinese (simplified);38.0;45.0
101451;Roy Orbison;Mama;37;chinese (simplified);38.0;45.0
59948;Tat Ming Pair;石頭記;37;chinese (simplified);38.0;45.0
36929;Alan Tam;半夢半醒;37;chinese (simplified);38.0;45.0
20735;Cally Kwong;堆積情感;37;chinese (simplified);38.0;45.0
13796;Cake;Race Car Ya-Yas;37;chinese (simplified);38.0;45.0
20606;Alan Tam;愛的根源 - 電影《君子好逑》主題曲;37;chinese (simplified);38.0;45.0
4352;Teresa Teng;你怎麼說;37;chinese (simplified);38.0;45.0
12437;George Lam,David Ling Jr;最愛是誰;38;chinese (simplified);39.0;46.0
20120;潘安邦;外婆的澎湖灣;38;chinese (simplified);39.0;46.0
20234;Alan Tam;忘不了您;38;chinese (simplified);39.0;46.0
149725;Marino;Te Alabo;38;chinese (simplified);39.0;46.0
4564;Johnny Ip;忘盡心中情 - 無線電視劇[蘇乞兒]主題曲;38;chinese (simplified);39.0;46.0
4177;張艾嘉;童年;38;chinese (simplified);39.0;46.0
53801;Kirk Franklin,Shirley Caesar;911;38;chinese (simplified);39.0;46.0
158609;Donald Harrison,Dr. John;Hu-ta-Nay;38;chinese (simplified);39.0;46.0
12676;Teresa Teng;梅花;38;chinese (simplified);39.0;46.0
20960;羅大佑;戀曲1990;38;chinese (simplified);39.0;46.0
44882;童安格;忘不了;38;chinese (simplified);39.0;46.0
68715;Sandy Cheeks with Junior Brown;Texas Song;38;chinese (simplified);39.0;46.0
158816;Dave Matthews Band;#34;38;chinese (simplified);39.0;46.0
60043;Zhao Chuan;我很醜可是我很溫柔 (節奏版);38;chinese (simplified);39.0;46.0
4474;Sad Lovers & Giants;50:50;38;chinese (simplified);39.0;46.0
150185;Cali Carranza;Pideme la Luna;38;chinese (simplified);39.0;46.0
53016;Bobby Hutcherson;Prints Tie;38;chinese (simplified);39.0;46.0
29221;"""Oscar D'León""";Melao De Caña;38;chinese (simplified);39.0;46.0
75107;Leon Lai;對不起,我愛你;38;chinese (simplified);39.0;46.0
74769;Dave Wong,葉歡;你是我胸口永遠的痛;38;chinese (simplified);39.0;46.0
52981;Aphex Twin;#13;38;chinese (simplified);39.0;46.0
74874;Dave Wong;是否我真的一無所有 - Remastered;38;chinese (simplified);39.0;46.0
60914;Wu-Tang Clan,Poppa Wu,Uncle Pete;Wu-Revolution (feat. Poppa Wu & Uncle Pete);38;chinese (simplified);39.0;46.0
13151;Jacky Cheung;李香蘭;38;chinese (simplified);39.0;46.0
111509;Marvin Gaye;You;39;chinese (simplified);40.0;47.0
4098;Kanchan,Amit Kumar;Laila O Laila - Qurbani / Soundtrack Version;39;chinese (simplified);40.0;47.0
149506;Sally Yeh,David Ling Jr,Philip Kok,Tom Brown;200度;39;chinese (simplified);40.0;47.0
112015;The Who;5:15;39;chinese (simplified);40.0;47.0
149489;Johnny Winter;Mojo Boogie;39;chinese (simplified);40.0;47.0
37834;Janet Jackson;You;39;chinese (simplified);40.0;47.0
112150;Queen;'39;39;chinese (simplified);40.0;47.0
121069;The Who;1921;39;chinese (simplified);40.0;47.0
12641;Danny Chan,Joseph Wong,Tom Brown;漣漪;39;chinese (simplified);40.0;47.0
21031;Priscilla Chan;夜機;39;chinese (simplified);40.0;47.0
50721;Chico Buarque;Samba De Orly;39;chinese (simplified);40.0;47.0
132025;Misfits,Glenn Danzig;She;39;chinese (simplified);40.0;47.0
11459;Graham Nash;Prison Song;39;chinese (simplified);40.0;47.0
45309;Jacky Cheung;等你等到我心痛;39;chinese (simplified);40.0;47.0
4731;Sally Yeh,Chen Xiu Nan and Ye Chui Qing,Zhang Yong Fu;曾經心痛;39;chinese (simplified);40.0;47.0
67613;Chiang Yu-Heng;跟往事乾杯;39;chinese (simplified);40.0;47.0
166183;Alan Tam;幻影 - 電影《陰陽錯》主題曲;39;chinese (simplified);40.0;47.0
60671;李麗芬;愛江山更愛美人;39;chinese (simplified);40.0;47.0
76839;deadmau5;Faxing Berlin - Piano Acoustica Version;39;chinese (simplified);40.0;47.0
157055;Pyotr Ilyich Tchaikovsky,André Previn,London Symphony Orchestra;Tchaikovsky: Swan Lake, Op. 20, Act 1: 2. Waltz (Tempo di valse);39;chinese (simplified);40.0;47.0
54106;Jeezy,T.I.,Lil Scrappy;Bang;39;chinese (simplified);40.0;47.0
44978;Sarah Chen;滾滾紅塵;39;chinese (simplified);40.0;47.0
12925;John Williams;Suo Gân;39;chinese (simplified);40.0;47.0
167331;Bone Thugs-N-Harmony;Da Introduction;39;chinese (simplified);40.0;47.0
158045;Sally Yeh;情人知己;39;chinese (simplified);40.0;47.0
6025;Blaque;808;40;chinese (simplified);41.0;49.0
112107;Bill Withers;You;40;chinese (simplified);41.0;49.0
158022;Sally Yeh;祝福;40;chinese (simplified);41.0;49.0
149139;羅大佑;童年;40;chinese (simplified);41.0;49.0
45628;Fugees;Fu-Gee-La - Sly & Robbie Mix;40;chinese (simplified);41.0;49.0
45121;Leon Lai;今夜妳會不會來;40;chinese (simplified);41.0;49.0
149993;Fourplay;Bali Run;40;chinese (simplified);41.0;49.0
46344;The Monkees;She;40;chinese (simplified);41.0;49.0
150731;Candy Lo,Leehom Wang;好心分手;40;chinese (simplified);41.0;49.0
12442;Julie Sue,虞戡平;"請跟我來(電影""搭錯車""歌曲)";40;chinese (simplified);41.0;49.0
121024;The Kinks;Shangri-La - Mono Mix;40;chinese (simplified);41.0;49.0
4163;Annabelle Lui;"舊夢不須記(電影""舊夢不須記""主題曲)";40;chinese (simplified);41.0;49.0
12136;Gnonnas Pédro;Yiri Yiri Boum;40;chinese (simplified);41.0;49.0
148893;George Lam;分分鐘需要你;40;chinese (simplified);41.0;49.0
165629;TOTO;Angela;40;chinese (simplified);41.0;49.0
75445;Cass Phang;讓我跟你走;40;chinese (simplified);41.0;49.0
167869;Willie K;You Ku'uipo;40;chinese (simplified);41.0;49.0
158980;DJ Screw,E.S.G.;Sailin Da South;40;chinese (simplified);41.0;49.0
67862;Julie Sue,Chi Tian Zhe Ye,chang Yong Fu;牽手;40;chinese (simplified);41.0;49.0
67848;湯寶如,Jacky Cheung;相思風雨中;40;chinese (simplified);41.0;49.0
67245;Modern Talking;Lady Lai;40;chinese (simplified);41.0;49.0
82091;Tennessee Ernie Ford;Dixie;40;chinese (simplified);41.0;49.0
52709;David Lui,Zhang Yong Fu and Antonio Chen;老情歌;40;chinese (simplified);41.0;49.0
22134;Mudvayne;-1;40;chinese (simplified);41.0;49.0
28871;Chiang Yu-Heng;驛動的心;40;chinese (simplified);41.0;49.0
29204;Grasshopper;失戀陣線聯盟;40;chinese (simplified);41.0;49.0
54554;Major Lazer,Vybz Kartel;Pon De Floor;40;chinese (simplified);41.0;49.0
28720;Danny Chan,Joe Wong,Tom Brown;喝采;40;chinese (simplified);41.0;49.0
21222;蔣志光,韋綺珊,王利名;相逢何必曾相識;40;chinese (simplified);41.0;49.0
60172;小虎隊;紅蜻蜓;40;chinese (simplified);41.0;49.0
60125;Gorky Park;Bang;40;chinese (simplified);41.0;49.0
4400;Julie Sue;"酒矸倘賣無 (電影""搭錯車""歌曲)";41;chinese (simplified);42.0;50.0
5521;Sid Phillips;Boogie Man;41;chinese (simplified);42.0;50.0
76441;Rammstein;DALAI LAMA;41;chinese (simplified);42.0;50.0
150620;Modest Mouse;Cowboy Dan;41;chinese (simplified);42.0;50.0
14076;Kevon Edmonds;24/7;41;chinese (simplified);42.0;50.0
37062;Zhao Chuan;我終於失去了妳;41;chinese (simplified);42.0;50.0
150052;Shabba Ranks;Ting-A-Ling;41;chinese (simplified);42.0;50.0
61664;Paul Brown;24/7;41;chinese (simplified);42.0;50.0
140249;Frances Yip;上海灘 - 無線電視劇[上海灘]主題曲;41;chinese (simplified);42.0;50.0
67755;張艾嘉;愛的代價;41;chinese (simplified);42.0;50.0
67677;Rodel Naval;MULI;41;chinese (simplified);42.0;50.0
141582;"""Israel Kamakawiwo'ole""";Ka Huila Wai;41;chinese (simplified);42.0;50.0
167789;Bebel Gilberto;Samba Da Bencao;41;chinese (simplified);42.0;50.0
38984;Julio Chaidez;Pideme La Luna;41;chinese (simplified);42.0;50.0
82190;The Beach Boys;409;41;chinese (simplified);42.0;50.0
61603;Trevor Rabin;Ben;41;chinese (simplified);42.0;50.0
28974;Heroes Del Silencio;...16;41;chinese (simplified);42.0;50.0
30821;Tech N9ne;Bout Ta Bubble;41;chinese (simplified);42.0;50.0
149035;Alan Tam;小風波;41;chinese (simplified);42.0;50.0
157840;Alan Tam;誰可改變 - 電視劇《天師執位》主題曲;41;chinese (simplified);42.0;50.0
61579;MF DOOM;Fig Leaf Bi-Carbonate;41;chinese (simplified);42.0;50.0
53024;Priscilla Chan;傻女;42;chinese (simplified);43.0;51.0
22920;Slightly Stoopid;Jimi;42;chinese (simplified);43.0;51.0
101850;Otis Redding;Chain Gang;42;chinese (simplified);43.0;51.0
53485;Santana;(Da Le) Yaleo;42;chinese (simplified);43.0;51.0
30644;Toubab Krewe;Hang Tan;42;chinese (simplified);43.0;51.0
111905;Al Green;La-La for You;42;chinese (simplified);43.0;51.0
75607;Tsai Chin;恰似你的溫柔 - Remastered;42;chinese (simplified);43.0;51.0
132354;Danger Danger;Bang Bang;42;chinese (simplified);43.0;51.0
13801;Marilyn Manson;1996;42;chinese (simplified);43.0;51.0
13589;Aphex Twin;#1;42;chinese (simplified);43.0;51.0
13112;潘越雲;我是不是你最疼愛的人;42;chinese (simplified);43.0;51.0
13057;童安格;其實你不懂我的心;42;chinese (simplified);43.0;51.0
167519;2nd South Carolina String Band;Dixie's Land;42;chinese (simplified);43.0;51.0
29088;張洪量;你知道我在等你嗎?;42;chinese (simplified);43.0;51.0
38940;deadmau5;Faxing Berlin;42;chinese (simplified);43.0;51.0
121735;Electric Light Orchestra;Shangri-La;42;chinese (simplified);43.0;51.0
69400;Dirt Nasty;1980;42;chinese (simplified);43.0;51.0
69136;Common;Chi-City;42;chinese (simplified);43.0;51.0
130791;The Beatles;Ob-La-Di, Ob-La-Da - Remastered 2009;42;chinese (simplified);43.0;51.0
68630;Chilam;祝君好;42;chinese (simplified);43.0;51.0
37255;Motörhead;1916;42;chinese (simplified);43.0;51.0
60614;Dream Theater;6:00;42;chinese (simplified);43.0;51.0
45383;Faye Wong;夢中人;42;chinese (simplified);43.0;51.0
166686;Shirley Kwan;難得有情人;42;chinese (simplified);43.0;51.0
62218;Bobby Brackins,Ray J;143;42;chinese (simplified);43.0;51.0
75742;Faye Wong;你快樂所以我快樂;42;chinese (simplified);43.0;51.0
46966;The Whitest Boy Alive;1517;42;chinese (simplified);43.0;51.0
45856;Faye Wong;約定;43;chinese (simplified);44.0;52.0
20833;Anita Mui;似水流年;43;chinese (simplified);44.0;52.0
149505;Sally Yeh,陳秀男,Ye Chui Qing;瀟灑走一回;43;chinese (simplified);44.0;52.0
21231;Bobby Chen;把悲傷留給自己;43;chinese (simplified);44.0;52.0
4868;Hacken Lee;大會堂演奏廳;43;chinese (simplified);44.0;52.0
103441;The Time;777-9311;43;chinese (simplified);44.0;52.0
103333;Hank Williams, Jr.;Texas Women;43;chinese (simplified);44.0;52.0
167477;Aphex Twin;4;43;chinese (simplified);44.0;52.0
39075;"""K'NAAN"", 'Adam Levine";Bang Bang;43;chinese (simplified);44.0;52.0
53915;Fugees;Fu-Gee-La;43;chinese (simplified);44.0;52.0
46954;Scripture Lullabies;Seek Ye First;43;chinese (simplified);44.0;52.0
166776;童安格;明天你是否依然愛我;43;chinese (simplified);44.0;52.0
167304;Green Day;86;43;chinese (simplified);44.0;52.0
111750;Link Wray;La De Da;43;chinese (simplified);44.0;52.0
166763;Chiang Yu-Heng;再回首;43;chinese (simplified);44.0;52.0
75980;Jay Chou;伊斯坦堡;43;chinese (simplified);44.0;52.0
60655;Faye Wong;我願意 - 管弦樂版;43;chinese (simplified);44.0;52.0
14383;B2K;Gots Ta Be;43;chinese (simplified);44.0;52.0
62177;Drake;Cece's Interlude;43;chinese (simplified);44.0;52.0
22270;Nas;You're da Man;43;chinese (simplified);44.0;52.0
113353;Koko Taylor;Wang Dang Doodle;43;chinese (simplified);44.0;52.0
67688;Marlene Dietrich;Lili Marleen.;43;chinese (simplified);44.0;52.0
112243;Carpenters;You;43;chinese (simplified);44.0;52.0
92389;Wilson Pickett;634-5789;43;chinese (simplified);44.0;52.0
140872;Miles Davis;Tutu;43;chinese (simplified);44.0;52.0
53342;Anita Mui;女人花;44;chinese (simplified);45.0;53.0
5260;Priscilla Chan;飄雪;44;chinese (simplified);45.0;53.0
75446;巫啟賢;太傻;44;chinese (simplified);45.0;53.0
5034;Ángeles Del Infierno;666;44;chinese (simplified);45.0;53.0
47167;Cage The Elephant;2024;44;chinese (simplified);45.0;53.0
45453;Faye Wong;矜持;44;chinese (simplified);45.0;53.0
92066;Tito Puente;Ran Kan Kan;44;chinese (simplified);45.0;53.0
113910;Art Neville;Cha Dooky-Doo;44;chinese (simplified);45.0;53.0
13388;Fei Yu-ching,Chang Li,Chi Tian Zhe Ye,Yang-Fu;新鴛鴦蝴蝶夢;44;chinese (simplified);45.0;53.0
60242;Jacky Cheung,Anita Mui;相愛很難;44;chinese (simplified);45.0;53.0
140786;Danny Chan,Bryan Choy Hin Lok,Chen Chi Hong;等;44;chinese (simplified);45.0;53.0
121953;Carlton Williams;Prison Song;44;chinese (simplified);45.0;53.0
46171;Boards of Canada;1969;44;chinese (simplified);45.0;53.0
53031;Aaron Kwok,Beta Soul;愛的呼喚;44;chinese (simplified);45.0;53.0
67971;辛曉琪;領悟;44;chinese (simplified);45.0;53.0
46720;Chris Brown;You;44;chinese (simplified);45.0;53.0
46757;Metalocalypse: Dethklok;Fansong;44;chinese (simplified);45.0;53.0
82073;Tennessee Ernie Ford;Union Dixie;44;chinese (simplified);45.0;53.0
68065;Jacky Cheung;離開以後;44;chinese (simplified);45.0;53.0
68103;Sandy Lam;傷痕;44;chinese (simplified);45.0;53.0
102201;The Stooges;1969;44;chinese (simplified);45.0;53.0
46701;Yeasayer;2080;45;chinese (simplified);46.0;55.0
68838;Kavita Krishnamurthy,Shreya Ghoshal,KK;Song: Dola Re;45;chinese (simplified);46.0;55.0
45389;Faye Wong;棋子;45;chinese (simplified);46.0;55.0
21459;Wakin Chau;花心;45;chinese (simplified);46.0;55.0
6850;Fall Out Boy;27;45;chinese (simplified);46.0;55.0
68729;Jay Chou;上海一九四三;45;chinese (simplified);46.0;55.0
53150;Fairuz;Le Beirut;45;chinese (simplified);46.0;55.0
53435;Anita Mui;夕陽之歌;45;chinese (simplified);46.0;55.0
123322;Brenton Wood;Oogum Boogum Song;45;chinese (simplified);46.0;55.0
37863;Faye Wong;人間;45;chinese (simplified);46.0;55.0
76229;Jay Chou;最後的戰役;45;chinese (simplified);46.0;55.0
76165;Jay Chou;分裂;45;chinese (simplified);46.0;55.0
75699;David Tao;飛機場的10:30;45;chinese (simplified);46.0;55.0
68936;Jay Chou;她的睫毛;45;chinese (simplified);46.0;55.0
69667;Hot Chelle Rae,Maejor;Radio (feat. Bei Maejor);45;chinese (simplified);46.0;55.0
69037;Jay Chou;止戰之殤;45;chinese (simplified);46.0;55.0
140238;KISS;Shandi;45;chinese (simplified);46.0;55.0
133208;Erykah Badu;Ye Yo - Live Version;45;chinese (simplified);46.0;55.0
150364;Aphex Twin;#20;45;chinese (simplified);46.0;55.0
140851;Sally Yeh,George Lam,陳秀男,Eric Chen,Zhang Yong Fu;選擇;45;chinese (simplified);46.0;55.0
158437;Chyi Chin;大約在冬季;45;chinese (simplified);46.0;55.0
4919;Dave Wong;忘了你忘了我;45;chinese (simplified);46.0;55.0
6992;Decyfer Down;Fading;45;chinese (simplified);46.0;55.0
150128;Sonic Youth;100%;45;chinese (simplified);46.0;55.0
60760;Wakin Chau;愛相隨;45;chinese (simplified);46.0;55.0
75535;那英;白天不懂夜的黑;45;chinese (simplified);46.0;55.0
168745;Wale;90210;46;chinese (simplified);47.0;56.0
92592;Dr. John;Mama Roux;46;chinese (simplified);47.0;56.0
60585;Andy Lau;忘情水;46;chinese (simplified);47.0;56.0
75834;Faye Wong;"償還 - ""紅豆""廣東版";46;chinese (simplified);47.0;56.0
13257;彭家麗,William So;從不喜歡孤單一個;46;chinese (simplified);47.0;56.0
149694;Sam Hui,Leslie Cheung;沉默是金 (合唱);46;chinese (simplified);47.0;56.0
69046;Jay Chou;外婆;46;chinese (simplified);47.0;56.0
6165;TOOL;Faaip De Oiad;46;chinese (simplified);47.0;56.0
68249;Ekin Cheng;甘心替代你;46;chinese (simplified);47.0;56.0
37566;Faye Wong;愛與痛的邊緣;46;chinese (simplified);47.0;56.0
149821;Dave Wong;幾分傷心幾分痴(一場遊戲一場夢);46;chinese (simplified);47.0;56.0
94188;Steel Pulse;Ku Klux Klan;46;chinese (simplified);47.0;56.0
149838;Sandy Lam,Wong Kei Wah;愛上一個不回家的人;46;chinese (simplified);47.0;56.0
37677;Jacky Cheung;我等到花兒也謝了;46;chinese (simplified);47.0;56.0
53315;Jacky Cheung;愛是永恆;46;chinese (simplified);47.0;56.0
21507;Jacky Cheung;一路上有你;46;chinese (simplified);47.0;56.0
45864;Phil Chang;用心良苦;46;chinese (simplified);47.0;56.0
113351;Def Leppard;Women;46;chinese (simplified);47.0;56.0
45637;Mavis Hee;城裡的月光;46;chinese (simplified);47.0;56.0
76260;Jay Chou;斷了的弦;46;chinese (simplified);47.0;56.0
68274;David Tao;流沙;46;chinese (simplified);47.0;56.0
133523;Gorillaz;5/4;47;chinese (simplified);48.0;57.0
132828;Keola Beamer;Kalena Kai;47;chinese (simplified);48.0;57.0
133152;Deftones;Dai the Flu;47;chinese (simplified);48.0;57.0
69221;Eason Chan;富士山下;47;chinese (simplified);48.0;57.0
133659;Kottonmouth Kings;4-2-0;47;chinese (simplified);48.0;57.0
149914;SKY WU;特別的愛給特別的你;47;chinese (simplified);48.0;57.0
149945;黃品源;你怎麼捨得我難過;47;chinese (simplified);48.0;57.0
69019;DJ Casper,Hardino;Cha Cha Slide - Hardino Mix;47;chinese (simplified);48.0;57.0
123420;Wu-Tang Clan;Protect Ya Neck - Shao Lin Version;47;chinese (simplified);48.0;57.0
38155;Andy Lau;"一起走過的日子 - 電影""至尊無上II之永霸天下"" 歌曲";47;chinese (simplified);48.0;57.0
38278;Howard Shore;Amon Hen;47;chinese (simplified);48.0;57.0
38394;Jay Chou;暗號;47;chinese (simplified);48.0;57.0
159779;Jimmy Eat World;23;47;chinese (simplified);48.0;57.0
68708;Jay Chou;世界末日;47;chinese (simplified);48.0;57.0
160209;Atmosphere;You;47;chinese (simplified);48.0;57.0
73718;Boney M.;Ma Baker (ZDF Starparade 02.06.1977);47;chinese (simplified);48.0;57.0
54417;Alan Jackson;1976;47;chinese (simplified);48.0;57.0
66896;Claude Barzotti;Le rital;47;chinese (simplified);48.0;57.0
47313;Keaton Henson;You;47;chinese (simplified);48.0;57.0
131947;Tsai Chin,余天,Julie Sue,潘越雲,Jenny Tseng,李建復,林慧萍,Wang Zhi Lei,Tracy Huang,Hong Ronghong,Sarah Chen,金智娟,王夢麟,李佩菁,Fei Yu-ching,Chyi Yu,鄭怡,Jody Chiang,Diana Yang;明天會更好;47;chinese (simplified);48.0;57.0
141172;Dave Wong;誰明浪子心;47;chinese (simplified);48.0;57.0
167207;Jeff Buckley;Mojo Pin;47;chinese (simplified);48.0;57.0
45429;Wu Bai;浪人情歌;47;chinese (simplified);48.0;57.0
76031;Fish Leong;勇氣;47;chinese (simplified);48.0;57.0
151392;Raheem DeVaughn;You;47;chinese (simplified);48.0;57.0
111578;Desmond Dekker,The Aces;Fu Man Chu;47;chinese (simplified);48.0;57.0
61553;Josh Rouse;1972;47;chinese (simplified);48.0;57.0
45570;Wu Bai,China Blue;夏夜晚風;47;chinese (simplified);48.0;57.0
4762;Click;Duri Duri (Baila Baila);47;chinese (simplified);48.0;57.0
36015;Pecos;Háblame de Ti;47;chinese (simplified);48.0;57.0
76666;Candy Dulfer;11:58;48;chinese (simplified);49.0;58.0
142261;Lucy Pearl,Snoop Dogg,Q-Tip;You;48;chinese (simplified);49.0;58.0
38991;Coldplay;42;48;chinese (simplified);49.0;58.0
133085;Korn;Chi;48;chinese (simplified);49.0;58.0
6282;System Of A Down;36;48;chinese (simplified);49.0;58.0
92383;Simon & Garfunkel;Anji;48;chinese (simplified);49.0;58.0
139388;Serge Gainsbourg,Jane Birkin;Ballade de Melody Nelson;48;chinese (simplified);49.0;58.0
5278;Zhang Yu Sheng;大海;48;chinese (simplified);49.0;58.0
47459;Danny Boone;1965;48;chinese (simplified);49.0;58.0
15350;The Gaslight Anthem;"""45""";48;chinese (simplified);49.0;58.0
54824;Chris Brown;2012;48;chinese (simplified);49.0;58.0
141171;Sarah Chen;夢醒時分;48;chinese (simplified);49.0;58.0
92275;Joe Cuba Sextet;Bang! Bang!;48;chinese (simplified);49.0;58.0
121592;Bay City Rollers;Shang-a-Lang;48;chinese (simplified);49.0;58.0
167780;Los Socios Del Ritmo;Mama Cumbia;48;chinese (simplified);49.0;58.0
77065;Snoop Dogg,Wiz Khalifa;6:30;48;chinese (simplified);49.0;58.0
122657;Danny Chan,Bryan Choy Hin Lok,David Ling Jr;一生何求;48;chinese (simplified);49.0;58.0
122683;Danny Chan,Rico Fung and David at Studio A,Tom Brown;偏偏喜歡你;48;chinese (simplified);49.0;58.0
45436;Scatman John;Scatman (ski-ba-bop-ba-dop-bop) - Basic-Radio;48;chinese (simplified);49.0;58.0
123346;Shabba Ranks;Ting-A-Ling;48;chinese (simplified);49.0;58.0
30809;Wisin & Yandel;Pegao;48;chinese (simplified);49.0;58.0
123808;LL Cool J,Method Man,Redman,DMX,Cannibus;4,3,2,1;48;chinese (simplified);49.0;58.0
68474;那英;夢一場;48;chinese (simplified);49.0;58.0
142769;Lil Wayne;Mo Fire;48;chinese (simplified);49.0;58.0
21927;Wakin Chau;朋友;48;chinese (simplified);49.0;58.0
131725;Leslie Cheung;風繼續吹;48;chinese (simplified);49.0;58.0
150581;Switchfoot;You;48;chinese (simplified);49.0;58.0
151027;John Mayer;83;48;chinese (simplified);49.0;58.0
53331;Karen Mok,張洪量;廣島之戀;48;chinese (simplified);49.0;58.0
151532;Breaking Benjamin;You;48;chinese (simplified);49.0;58.0
46440;Sum 41;88;48;chinese (simplified);49.0;58.0
6507;RJD2;1976;48;chinese (simplified);49.0;58.0
113825;Prince;7;48;chinese (simplified);49.0;58.0
46289;Jay Chou;妳聽得到;48;chinese (simplified);49.0;58.0
22491;Jay Chou;以父之名;48;chinese (simplified);49.0;58.0
94398;Van Halen;5150;48;chinese (simplified);49.0;58.0
29753;Richie Jen;心太軟;48;chinese (simplified);49.0;58.0
159974;Ed Ivory,Ken Page;Oogie Boogie's Song;48;chinese (simplified);49.0;58.0
168855;The Pretty Reckless;You;48;chinese (simplified);49.0;58.0
13791;Alan Tam;一生中最愛 - 電影《雙城故事》歌曲;48;chinese (simplified);49.0;58.0
13748;Paul Hardcastle;19;48;chinese (simplified);49.0;58.0
75361;優客李林;輸了你贏了世界又如何;48;chinese (simplified);49.0;58.0
142806;Jimmy Buffett;Bama Breeze;48;chinese (simplified);49.0;58.0
158637;Hacken Lee;紅日;48;chinese (simplified);49.0;58.0
123816;Dizzy Gillespie;Bang Bang;49;chinese (simplified);50.0;59.0
102224;Crosby, Stills, Nash & Young;4 + 20;49;chinese (simplified);50.0;59.0
124261;José Feliciano,Ewan McGregor,Jacek Koman;"El Tango De Roxanne - From ""Moulin Rouge"" Soundtrack";49;chinese (simplified);50.0;59.0
46062;Eason Chan;K歌之王;49;chinese (simplified);50.0;59.0
158635;Beyond;情人;49;chinese (simplified);50.0;59.0
158613;Jacky Cheung;分手總要在雨天;49;chinese (simplified);50.0;59.0
142919;Dance Gavin Dance;Lemon Meringue Tie;49;chinese (simplified);50.0;59.0
69003;Miriam Yeung;小城大事;49;chinese (simplified);50.0;59.0
23513;The 1975;You;49;chinese (simplified);50.0;59.0
46274;Jay Chou;軌跡;49;chinese (simplified);50.0;59.0
158507;Wakin Chau;讓我歡喜讓我憂;49;chinese (simplified);50.0;59.0
21549;辛曉琪;味道;49;chinese (simplified);50.0;59.0
30133;Faye Wong;"給自己的情書 - ""笑忘書""廣東版";49;chinese (simplified);50.0;59.0
159662;Valentín Elizalde;Juan Martha - Version Banda;49;chinese (simplified);50.0;59.0
50899;Secos & Molhados;Rosa de Hiroshima;49;chinese (simplified);50.0;59.0
37892;Karen Mok;他不愛我;49;chinese (simplified);50.0;59.0
53536;Jacky Cheung;心如刀割;49;chinese (simplified);50.0;59.0
13645;Jacky Cheung;一千個傷心的理由;49;chinese (simplified);50.0;59.0
150244;Faye Wong;執迷不悔;49;chinese (simplified);50.0;59.0
112944;Teresa Teng;月亮代表我的心;49;chinese (simplified);50.0;59.0
112552;TOTO;99;49;chinese (simplified);50.0;59.0
13800;Wu Bai,China Blue;挪威的森林;49;chinese (simplified);50.0;59.0
168722;Bo Burnham;I'm Bo Yo;49;chinese (simplified);50.0;59.0
123050;Priscilla Chan;千千闋歌;49;chinese (simplified);50.0;59.0
94356;Randy Travis;1982;49;chinese (simplified);50.0;59.0
94577;Dwight Yoakam;I Sang Dixie;49;chinese (simplified);50.0;59.0
14338;Jay Chou;半島鐵盒;49;chinese (simplified);50.0;59.0
151925;Turnpike Troubadours;1968;49;chinese (simplified);50.0;59.0
15170;Bo Burnham;OH BO (studio);49;chinese (simplified);50.0;59.0
6462;Wayne Smith;Under Me Sleng Teng;50;chinese (simplified);51.0;61.0
54422;Sabaton;40 1;50;chinese (simplified);51.0;61.0
5637;Sammi Cheng;終身美麗 (電影“瘦身男女”主題曲);50;chinese (simplified);51.0;61.0
142893;Peggy Lee;La La Lu;50;chinese (simplified);51.0;61.0
28525;Amedeo Minghi;1950;50;chinese (simplified);51.0;61.0
46487;Jay Chou;黑色毛衣;50;chinese (simplified);51.0;61.0
132121;Teresa Teng;我只在乎你;50;chinese (simplified);51.0;61.0
114226;Matchbox Twenty;Hang;50;chinese (simplified);51.0;61.0
169137;Drake;Wu-Tang Forever;50;chinese (simplified);51.0;61.0
